Node,Frequency,Frequency_in_cancer,In_Degree,Out_Degree,Multiplicity,Associated_genes
2052,0.0036,0.004,1,416,1,AC025183.1
2053,0.0962,0.1062,74,0,1,MOB1A
2054,0.078,0.0842,83,0,1,AC019118.1
2055,0.0091,0.01,4,1496,1,AL035404.1
2056,0.2359,0.2545,163,0,1,RPL12P35
2057,0.5172,0.5331,785,0,1,ABCC8
2058,0.0109,0.01,4,657,1,AC021491.3
2059,0.4719,0.519,1169,0,1,P3H3
2060,0.0345,0.0361,25,30,1,ZFP28
2061,0.5644,0.5792,1197,0,1,AL583808.1
2062,0.049,0.0521,30,38,1,LINC02373
2063,0.1615,0.1663,240,0,1,U62317.2
2064,0.0599,0.0641,74,66,1,RN7SL280P
2065,0.3013,0.3287,567,0,1,ANKRD61
2066,0.2904,0.3026,552,0,1,AL354877.1
2067,0.098,0.0942,130,0,1,AP001363.1
2068,0.0073,0.008,7,367,1,AC096732.1
2069,0.049,0.0541,34,3,1,RPS4X
2070,0.0472,0.0521,58,161,1,TRAPPC1
2071,0.0145,0.016,9,296,1,SPINT5P
2072,0.1652,0.1743,93,0,1,FBLN7
2073,0.0163,0.018,9,830,1,RNU4-15P
2074,0.118,0.1303,124,3,1,AC090772.1
2075,0.3194,0.3327,480,0,1,EPB41L4B
2076,0.0563,0.0601,72,2,1,TNRC6B
2077,0.0236,0.024,12,314,1,RPS27AP13
2078,0.0309,0.0321,23,118,1,AC140076.1
2079,0.0835,0.0882,37,285,1,AL359893.2
2080,0.6606,0.6533,1686,0,1,IGLV2-14
2081,0.2033,0.2024,236,0,1,NEDD8P1
2082,0.2051,0.2224,283,0,1,BLOC1S5-TXNDC5
2083,0.588,0.6092,1835,0,1,SP6
2084,0.2105,0.2104,250,0,1,MIR223HG
2085,0.0653,0.0681,35,0,1,(ENSG00000280921)
2086,0.0054,0.006,2,935,2,"NANOGP1, NANOG"
2087,0.0054,0.006,2,344,1,RN7SKP152
2088,0.0054,0.006,3,533,1,AC007603.2
2089,0.029,0.014,30,139,1,(ENSG00000221401)
2090,0.0436,0.0441,24,7,1,COPG2
2091,0.0073,0.008,3,973,1,IL9
2092,0.0835,0.0822,43,79,1,VIPR1
2093,0.0544,0.0561,76,8,1,BRCA2
2094,0.6624,0.6854,1773,0,1,AP003108.5
2095,0.0236,0.024,22,16,1,RN7SL820P
2096,0.5572,0.5852,996,0,1,P2RY12
2097,0.029,0.0321,30,17,1,SPTSSA
2098,0.0726,0.0782,59,0,1,AGO4
2099,0.1779,0.1904,110,0,1,SAAL1
2100,0.127,0.1263,174,0,1,SETD7
2101,0.2196,0.2405,279,0,1,MEF2B
2102,0.0036,0.004,2,1181,1,Metazoa_SRP
2103,0.5662,0.5691,1041,0,1,POTEH-AS1
2104,0.0127,0.012,10,522,1,AL035401.1
2105,0.118,0.1222,105,0,1,GTSE1-DT
2106,0.0127,0.012,6,377,1,SNORD81
2107,0.2414,0.2545,281,0,1,RPL34P27
2108,0.8113,0.8537,1989,0,1,DRAIC
2109,0.4065,0.4108,775,0,1,FPR3
2110,0.0018,0.002,0,241,5,"AP003501.2, NOTO, AC091304.8, AC106872.5, LRIT2"
2111,0.0036,0.004,2,665,22,"AC009901.2, OR7E87P, CRPP1, OR6W1P, TTLL8, AL080284.1, PCBP2P3, ATF1P1, AC010723.1, AL080276.1, PHBP7, RPPH1-3P, TUBBP3, Z95114.2, AC009558.2, HNRNPA1P72, KRTAP19-9P, AC106872.9, AC024587.2, AC104073.3, (ENSG00000248467), MRPS17P9"
2112,0.0327,0.0341,33,372,1,GOLGA6L5P
2113,0.0236,0.0261,13,2136,1,KRT18P55
2114,0.0871,0.0962,79,44,1,BCS1L
2115,0.1162,0.1263,91,1,1,AC009506.1
2116,0.0309,0.0321,23,6,1,AP001922.4
2117,0.0309,0.0341,19,9,1,SLBP
2118,0.0417,0.0461,19,102,1,WDR77
2119,0.1198,0.1222,71,0,1,DHRS4L1
2120,0.1198,0.1263,125,0,1,LRRC75A
2121,0.2287,0.2244,491,0,1,RN7SL138P
2122,0.1506,0.1543,179,0,1,AC116651.1
2123,0.0091,0.01,4,1499,1,AL161733.1
2124,0.0091,0.01,7,0,1,WASF1P1
2125,0.0127,0.0,16,188,11,"AC111000.2, PKD1L2, AC079612.1, SCGB1D4, AL358334.2, HOXB-AS4, LINC01159, SLAMF6P1, AL035660.1, OR7E85P, BRDTP1"
2126,0.0526,0.0561,23,50,1,RPA3
2127,0.1833,0.1924,249,0,1,SNORA19
2128,0.0762,0.0822,113,0,1,FKTN
2129,0.0544,0.0561,38,0,1,KCTD18
2130,0.0508,0.0481,33,40,1,RNU6-12P
2131,0.0726,0.0782,52,655,1,CARHSP1
2132,0.0163,0.018,17,15,1,RN7SL69P
2133,0.4174,0.4269,584,0,1,SALL1
2134,0.5844,0.6072,1220,0,1,CA4
2135,0.5009,0.523,1172,0,1,MEIS3
2136,0.0036,0.004,2,586,1,LINC01887
2137,0.3612,0.3768,667,0,1,AC005393.1
2138,0.4918,0.5351,928,0,1,CIRBP-AS1
2139,0.0036,0.004,2,942,1,(ENSG00000280698)
2140,0.0218,0.024,7,0,1,GTPBP2
2141,0.0345,0.0381,20,6,1,XXYLT1
2142,0.0726,0.0741,46,0,1,CCNT2-AS1
2143,0.4682,0.4729,1137,0,1,Y_RNA
2144,0.0327,0.0341,22,38,1,UVRAG-DT
2145,0.0145,0.016,7,1257,1,LINC02755
2146,0.4483,0.4609,1038,0,1,FREM2
2147,0.1162,0.1122,53,6,1,LINC02672
2148,0.0163,0.018,5,828,1,STRN4
2149,0.0109,0.01,5,793,1,AC025062.2
2150,0.3394,0.3407,341,0,1,TMPRSS3
2151,0.4083,0.4409,730,0,1,KLF16
2152,0.02,0.02,8,232,1,SINHCAFP2
2153,0.2359,0.2445,261,0,1,ARSL
2154,0.1089,0.1182,64,0,1,RNASEH2B
2155,0.0091,0.01,7,826,1,AL365356.1
2156,0.0581,0.0501,34,6,1,TSPAN3
2157,0.049,0.0541,21,59,1,ADNP2
2158,0.3866,0.3968,474,0,1,NLRP1
2159,0.2051,0.2124,248,1,1,SLC9A7
2160,0.0054,0.006,3,89,8,"SLC10A5P1, SUN3, HMMR-AS1, RN7SL764P, CYCSP11, RN7SKP72, AC007389.2, RN7SL692P"
2161,0.02,0.022,10,116,1,CEP41
2162,0.0091,0.01,4,1869,1,NMRAL2P
2163,0.7895,0.8317,2639,0,1,LINC01509
2164,0.0254,0.0261,48,2,1,AL031708.1
2165,0.1506,0.1503,121,0,1,PDE2A-AS2
2166,0.0091,0.01,5,0,1,PARP16
2167,0.3339,0.3647,964,0,1,ZNF662
2168,0.0309,0.0341,16,49,1,ZCCHC8
2169,0.029,0.0321,12,374,1,PAWR
2170,0.0889,0.0982,81,12,1,AC100782.1
2171,0.2232,0.2405,244,0,1,FAM166B
2172,0.029,0.0301,15,333,1,SLC31A1P1
2173,0.1742,0.1824,253,0,1,AC025031.1
2174,0.2232,0.2445,264,0,1,SLC37A3
2175,0.0962,0.1062,40,1,1,CRTAP
2176,0.0073,0.008,5,390,1,AC107626.1
2177,0.0526,0.0521,54,2,1,AC023790.1
2178,0.0091,0.01,4,1083,1,RPS14P5
2179,0.0926,0.0982,44,0,1,SIRT4
2180,0.0218,0.024,11,280,1,AL590609.1
2181,0.0109,0.01,4,782,1,MIR4253
2182,0.0073,0.008,5,394,1,AC022080.2
2183,0.1615,0.1743,327,0,1,CH17-340M24.3
2184,0.0127,0.014,6,804,1,(ENSG00000280493)
2185,0.0272,0.0281,28,164,1,RNA5SP336
2186,0.0181,0.014,20,183,1,AL024497.2
2187,0.274,0.2786,312,0,1,LRP1
2188,0.0563,0.0561,75,184,1,AC007389.3
2189,0.1397,0.1543,166,0,1,LINC01208
2190,0.0599,0.0601,43,1,1,THUMPD1
2191,0.8221,0.8417,3169,0,1,DAPL1
2192,0.0835,0.0802,74,3,1,MIR4427
2193,0.1633,0.1764,222,0,1,SUSD1
2194,0.0036,0.002,2,1116,1,AC082651.3
2195,0.5426,0.5611,1221,0,1,DDR2
2196,0.0926,0.0862,84,0,1,(ENSG00000265461)
2197,0.2087,0.2204,168,0,1,CFAP73
2198,0.1125,0.1162,103,0,1,FUT8
2199,0.0073,0.006,4,838,1,(ENSG00000216114)
2200,0.0091,0.01,5,1310,1,MIR4309
2201,0.0127,0.014,4,948,1,MIR190B
2202,0.1779,0.1824,166,0,1,CR392039.2
2203,0.0835,0.0902,76,0,1,SLC25A5
2204,0.0036,0.004,2,2067,1,AC016180.2
2205,0.274,0.2866,525,0,1,EZR-AS1
2206,0.0145,0.016,9,396,1,AC018639.1
2207,0.0054,0.004,2,428,1,(ENSG00000221142)
2208,0.0998,0.0962,109,0,1,RNU6-862P
2209,0.0381,0.0341,15,33,1,CU634019.5
2210,0.0018,0.002,0,495,2,"AC093872.1, (ENSG00000275653)"
2211,0.1053,0.1042,37,16,1,KLK7
2212,0.0454,0.0461,20,153,1,OR2W5P
2213,0.0091,0.008,4,581,1,Metazoa_SRP
2214,0.1016,0.1122,127,0,1,PHF3
2215,0.0218,0.024,10,166,1,RPL3P5
2216,0.0036,0.004,2,246,1,AL049775.2
2217,0.6225,0.6553,1701,0,1,SNORD46
2218,0.0799,0.0842,56,17,1,DLG1-AS1
2219,0.0036,0.004,2,692,1,AL139327.1
2220,0.4501,0.4749,905,0,1,XKR5
2221,0.0036,0.004,2,949,1,(ENSG00000221165)
2222,0.1797,0.1683,93,0,1,ADAM8
2223,0.0635,0.0641,72,124,1,BSN
2224,0.0544,0.0501,23,0,1,AC103808.6
2225,0.4265,0.4349,645,0,1,CYS1
2226,0.0272,0.0301,14,6,1,AL162311.3
2227,0.1434,0.1423,123,0,1,GPX1P2
2228,0.1307,0.1423,93,0,1,AL391261.2
2229,0.0218,0.022,14,193,1,SNORD114-13
2230,0.0399,0.0401,36,2,1,AC010319.1
2231,0.0091,0.01,5,1997,1,OSGEP
2232,0.0163,0.016,8,399,1,RNU6-227P
2233,0.069,0.0762,40,0,1,KLHL9
2234,0.0417,0.0461,24,8,1,TP53TG5
2235,0.216,0.2345,249,0,1,AC073335.1
2236,0.0054,0.006,3,838,1,LINC00550
2237,0.0054,0.006,3,766,1,KRT17P6
2238,0.0127,0.014,11,774,1,AC103796.1
2239,0.078,0.0822,66,33,1,ENO1
2240,0.078,0.0842,143,0,1,CCDC18
2241,0.0036,0.004,2,441,2,"HNRNPA1P69, IFIT1P1"
2242,0.0073,0.008,4,743,1,AC000036.1
2243,0.1325,0.1443,122,0,1,DGKQ
2244,0.2432,0.2565,363,0,1,AC003988.1
2245,0.0926,0.1002,87,0,1,LNPK
2246,0.2015,0.2044,180,0,1,AL354811.1
2247,0.6243,0.6232,1231,0,1,HMGCS2
2248,0.1633,0.1743,184,0,1,AL590556.1
2249,0.0708,0.0782,46,230,1,AC008549.1
2250,0.1198,0.1323,95,6,1,AC009065.1
2251,0.127,0.1403,165,0,1,KMT2E
2252,0.0853,0.0902,37,0,1,ASAP3
2253,0.2795,0.2946,260,0,1,C6orf141
2254,0.0726,0.0782,84,0,1,PDK1
2255,0.0926,0.0982,72,0,1,CCT6P1
2256,0.2505,0.2585,353,0,1,ATP8B2
2257,0.0036,0.004,2,1063,1,PPIAP63
2258,0.02,0.02,11,218,1,RPS27P22
2259,0.0145,0.016,6,397,1,RNU1-21P
2260,0.0907,0.0982,62,7,1,RPL24P7
2261,0.0073,0.008,2,1166,1,LMLN-AS1
2262,0.0272,0.0301,13,245,1,ELOCP29
2263,0.4483,0.4749,843,0,1,FBXL22
2264,0.3158,0.3086,364,0,1,KLF4
2265,0.0417,0.0461,46,12,1,AL671986.1
2266,0.3829,0.4028,634,0,1,KIAA1614
2267,0.0327,0.0361,10,160,1,COX8C
2268,0.0744,0.0762,56,24,1,AC016831.1
2269,0.2523,0.2725,424,0,1,BRWD1-AS2
2270,0.2051,0.2265,320,0,1,RHOQP3
2271,0.0036,0.004,2,403,5,"AC004911.1, RPL31P54, HNRNPA3P4, Y_RNA, Y_RNA"
2272,0.1561,0.1503,73,0,1,KCNA5
2273,0.1579,0.1603,107,0,1,EEF1A1P14
2274,0.0181,0.02,8,317,1,AC087318.1
2275,0.0073,0.008,4,1606,1,LINC01100
2276,0.0054,0.006,2,1687,1,AC104002.3
2277,0.1688,0.1804,85,0,1,Y_RNA
2278,0.0417,0.0441,32,327,1,(ENSG00000260300)
2279,0.3521,0.3808,555,0,1,AC008764.6
2280,0.1089,0.1142,154,0,1,AC021443.1
2281,0.098,0.1062,71,151,1,LINC01001
2282,0.1416,0.1523,181,0,1,AC023043.3
2283,0.323,0.3367,521,0,1,AC109347.2
2284,0.0436,0.0481,49,11,1,RNU1-109P
2285,0.1162,0.1222,79,0,1,AC121247.2
2286,0.8348,0.8497,3519,0,1,(ENSG00000281192)
2287,0.0091,0.01,4,918,1,RNU6-34P
2288,0.0218,0.024,9,813,1,(ENSG00000280130)
2289,0.5681,0.5731,1901,0,1,RNU6-1053P
2290,0.196,0.2004,159,0,1,RNU6-1206P
2291,0.216,0.2325,254,0,1,MOCOS
2292,0.0381,0.0401,17,176,1,MRPS36P1
2293,0.1162,0.1182,104,0,1,AC005255.1
2294,0.0073,0.008,3,1527,1,SNORD115-38
2295,0.0381,0.0401,37,6,1,CHMP1A
2296,0.1252,0.1323,90,0,1,RNU6-1315P
2297,0.0073,0.008,3,833,1,AC011516.1
2298,0.0181,0.02,10,79,1,OR55B1P
2299,0.2795,0.2786,460,0,1,NBPF2P
2300,0.1978,0.1944,105,0,1,HTR1D
2301,0.0672,0.0601,70,10,1,SNORD74B
2302,0.0018,0.002,0,280,4,"Y_RNA, DSPP, CLRN2, GAPDHP48"
2303,0.0109,0.012,6,13,1,AC096669.1
2304,0.0436,0.0441,55,47,1,RN7SL160P
2305,0.0871,0.0902,49,219,1,LTK
2306,0.0127,0.01,7,279,1,LINC02270
2307,0.0617,0.0601,52,4,1,RN7SL684P
2308,0.1162,0.1222,82,0,1,FRMD6-AS1
2309,0.3993,0.4048,753,0,1,AC009686.2
2310,0.0181,0.018,6,627,1,RNA5SP447
2311,0.0635,0.0701,30,2,1,ANKRD20A17P
2312,0.02,0.02,10,70,1,AC012309.2
2313,0.1561,0.1703,200,23,1,AC023908.3
2314,0.0163,0.014,8,207,1,RPL21P13
2315,0.0309,0.0301,11,18,1,GANAB
2316,0.4864,0.483,1304,0,1,(ENSG00000269908)
2317,0.323,0.3387,624,0,1,PPP1R12A
2318,0.3993,0.4289,718,0,1,AL356133.1
2319,0.7387,0.7575,1264,0,1,AL627309.7
2320,0.1162,0.1202,118,5,1,AL353748.2
2321,0.1325,0.1363,129,3,1,(ENSG00000281472)
2322,0.0109,0.01,6,637,1,MORC2
2323,0.1198,0.1283,90,0,1,AC026979.3
2324,0.0399,0.0421,40,43,1,AL138834.1
2325,0.4247,0.4389,791,0,1,CLMP
2326,0.1361,0.1403,100,8,1,IGHV1-14
2327,0.0381,0.0421,31,127,1,UGT1A2P
2328,0.0926,0.0922,77,4,1,TREM1
2329,0.1851,0.1884,166,0,1,PPIAP65
2330,0.1452,0.1543,94,0,1,AC005625.1
2331,0.0073,0.008,3,1587,1,RNA5SP76
2332,0.1797,0.1844,263,0,1,ARNTL
2333,0.5753,0.5932,935,0,1,BRINP3
2334,0.1525,0.1623,168,0,1,RNU4-36P
2335,0.1252,0.1323,120,0,1,DGKE
2336,0.4338,0.4289,954,0,1,EPHA7
2337,0.0054,0.006,2,1702,1,AC010200.1
2338,0.0708,0.0762,60,3,1,SRRM2
2339,0.0708,0.0782,59,0,1,SENP1
2340,0.0163,0.016,23,367,1,AC026401.2
2341,0.0073,0.008,3,821,1,AC107905.1
2342,0.0036,0.002,2,788,1,AC026688.1
2343,0.0762,0.0822,40,0,1,AC117532.1
2344,0.0272,0.0261,16,11,1,RAD18
2345,0.1162,0.1222,92,28,1,LGALS8
2346,0.3412,0.3627,605,0,1,IFITM1
2347,0.127,0.1343,197,1,1,AC053527.2
2348,0.2995,0.3086,393,0,1,GLT8D2
2349,0.0399,0.0441,18,0,1,IRF2BPL
2350,0.5136,0.515,666,0,1,AC084026.2
2351,0.1996,0.2124,158,0,1,TMEM182
2352,0.1125,0.1102,93,4,1,RNU6ATAC4P
2353,0.0073,0.008,7,718,1,DEFB130D
2354,0.5136,0.5371,556,0,1,ZCCHC12
2355,0.1143,0.1002,119,0,1,PC
2356,0.0109,0.006,8,263,1,PRELID3BP4
2357,0.0109,0.0,6,127,1,SLC35C2P1
2358,0.0617,0.0641,48,266,1,AC008687.2
2359,0.0236,0.0261,10,250,1,WAC-AS1
2360,0.02,0.018,23,166,1,AC109481.1
2361,0.0109,0.012,6,1409,1,MRFAP1L1
2362,0.0345,0.0381,19,2,1,FOXG1
2363,0.1525,0.1663,137,0,1,DCAF13
2364,0.3848,0.3808,299,0,1,IL20
2365,0.1488,0.1623,103,0,1,SDAD1P1
2366,0.3358,0.3587,324,0,1,(ENSG00000265212)
2367,0.1851,0.1964,200,0,1,IGFN1
2368,0.3158,0.3467,426,0,1,FKBP10
2369,0.0436,0.0481,26,212,1,AL049869.3
2370,0.0236,0.024,12,381,1,AC087203.3
2371,0.1071,0.1102,124,0,1,NEMP1
2372,0.0036,0.004,2,780,1,AL162872.1
2373,0.225,0.2365,294,1,1,MIR1302-8
2374,0.0036,0.004,2,632,1,GOLGA8Q
2375,0.0181,0.02,11,606,1,RN7SL840P
2376,0.2033,0.2044,171,0,1,AL355480.2
2377,0.147,0.1403,83,0,1,CAMKK1
2378,0.0145,0.012,8,230,1,UBE2Q2P9
2379,0.2722,0.2946,404,0,1,TOMM40P2
2380,0.0054,0.006,3,1494,1,BTF3L4
2381,0.0091,0.01,4,593,1,PSMC1P7
2382,0.2396,0.2445,280,0,1,C1QTNF4
2383,0.069,0.0681,29,26,1,AF228730.2
2384,0.0599,0.0661,49,2,1,AL162427.1
2385,0.0218,0.022,16,116,1,(ENSG00000281843)
2386,0.0091,0.01,4,1322,1,AL353588.1
2387,0.5481,0.5471,1227,0,1,RN7SKP127
2388,0.4592,0.487,934,0,1,NAALADL2
2389,0.0145,0.014,7,617,1,RNU6-634P
2390,0.2523,0.2685,422,0,1,AC104794.5
2391,0.0018,0.0,0,76,18,"(ENSG00000264527), PNPLA1, EIF4E1B, SERPINA2, SPATA31C2, RNASE9, NYX, CNGB1, AC007993.1, AL161793.2, KRT71, MAGEB3, EPPIN-WFDC6, AL163195.2, (ENSG00000280979), SNTG1, RNASE11, AC120042.1"
2392,0.0218,0.024,10,369,1,Y_RNA
2393,0.0272,0.0301,12,1446,1,SMAP1
2394,0.2559,0.2725,421,0,1,SLC22A15
2395,0.2359,0.2525,272,1,1,PROC
2396,0.4918,0.5251,1116,0,1,AC016877.3
2397,0.1688,0.1864,225,0,1,RRP9
2398,0.1053,0.1002,47,1,1,AC113192.1
2399,0.029,0.0321,10,12,1,CBX1
2400,0.078,0.0782,56,17,1,SCARNA14
2401,0.0726,0.0782,72,0,1,PLOD3
2402,0.3721,0.3888,365,0,1,GALM
2403,0.4465,0.4449,924,0,1,AL589986.2
2404,0.0127,0.012,5,756,1,ILF3
2405,0.0073,0.008,4,486,1,AC022616.4
2406,0.0635,0.0641,75,3,1,RNU1-19P
2407,0.0962,0.1002,86,7,1,AC011498.3
2408,0.1797,0.1844,213,0,1,RNA5SP25
2409,0.0054,0.006,3,535,1,RNU6-68P
2410,0.4283,0.4549,1225,0,1,AL161729.3
2411,0.0018,0.0,0,134,7,"AL109954.2, AC107918.1, AL450469.2, (ENSG00000264645), AC090919.1, (ENSG00000265837), RNU6-133P"
2412,0.029,0.0281,30,596,1,PLAGL2
2413,0.6806,0.7255,816,0,1,CAMKK2
2414,0.0073,0.008,4,1895,1,AL606662.1
2415,0.0708,0.0721,60,0,1,INPP4A
2416,0.0272,0.0261,12,20,1,DNAJC28
2417,0.5953,0.6152,1348,0,1,MT1L
2418,0.3376,0.3627,419,0,1,SMAD6
2419,0.029,0.0321,20,277,1,RNU6-999P
2420,0.274,0.2866,195,0,1,ASIC1
2421,0.0036,0.004,2,1287,1,AC009446.1
2422,0.0454,0.0501,38,41,1,CCDC51
2423,0.1216,0.1303,50,0,1,RRAGD
2424,0.0036,0.004,2,0,1,AC090150.1
2425,0.4682,0.503,780,0,1,TRPM2-AS
2426,0.1107,0.1142,51,20,1,MZT1P2
2427,0.0254,0.0281,15,20,1,MIGA2
2428,0.0363,0.0401,34,32,1,AC011939.2
2429,0.0036,0.004,1,1774,1,CRIP1P1
2430,0.0018,0.002,0,248,3,"BPTFP1, RNU7-120P, MIR4643"
2431,0.0127,0.012,7,262,1,MIR1238
2432,0.0889,0.0962,43,49,1,MIR6833
2433,0.0073,0.008,5,371,2,"ATRIP, DIAPH1-AS1"
2434,0.0835,0.0922,73,13,1,AC008434.1
2435,0.6316,0.6513,1301,0,1,FABP5
2436,0.0762,0.0822,31,11,1,LINC00904
2437,0.0091,0.01,11,639,1,AL354771.1
2438,0.0036,0.004,2,741,1,AL080313.1
2439,0.608,0.6533,1336,0,1,S100A6
2440,0.4428,0.485,1142,0,1,AC004967.1
2441,0.0581,0.0581,36,69,1,(ENSG00000281639)
2442,0.0272,0.0281,27,4,1,KRT8P46
2443,0.0181,0.018,23,270,1,CISD1P1
2444,0.0073,0.006,3,616,1,AC097451.1
2445,0.1034,0.1102,101,60,1,SNORD3J
2446,0.3031,0.3166,403,0,1,Y_RNA
2447,0.0054,0.006,2,1304,1,RNA5SP87
2448,0.0054,0.004,2,1396,1,AC114485.1
2449,0.0054,0.006,3,953,1,KRTAP23-1
2450,0.3212,0.3126,441,0,1,TNNI1
2451,0.3702,0.4028,322,0,1,LIPE
2452,0.5408,0.5531,1356,0,1,MT1P3
2453,0.5281,0.5591,1044,0,1,RAB19
2454,0.4701,0.505,871,0,1,WNT16
2455,0.1107,0.1142,104,0,1,TWF1
2456,0.1162,0.1263,68,0,1,SUCLG2P2
2457,0.755,0.8116,1866,0,1,C8orf88
2458,0.0327,0.0301,34,93,1,CYCSP38
2459,0.1706,0.1884,139,0,1,PCGF5
2460,0.0091,0.01,10,489,1,AC004805.2
2461,0.02,0.02,10,127,1,MIR6089
2462,0.3666,0.3647,420,0,1,ATP10A
2463,0.1924,0.1944,206,0,1,Y_RNA
2464,0.1543,0.1663,238,0,1,CXCR2P1
2465,0.2105,0.2265,283,0,1,AC009087.1
2466,0.1706,0.1703,171,2,1,(ENSG00000264878)
2467,0.0127,0.014,16,717,1,S100G
2468,0.6207,0.6132,983,0,1,TMPRSS4
2469,0.02,0.02,16,28,1,PGK1P1
2470,0.3648,0.3868,611,0,1,(ENSG00000269640)
2471,0.2505,0.2705,386,0,1,RNA5SP425
2472,0.0091,0.01,4,2069,1,AC008696.1
2473,0.0944,0.1002,34,23,1,LINC02027
2474,0.0036,0.004,2,1167,2,"TPRX1P1, EFL1P2"
2475,0.0073,0.008,6,366,1,ODF3
2476,0.0091,0.008,7,15,1,ZNF807P
2477,0.0109,0.012,5,603,1,MIR4791
2478,0.1089,0.1202,46,19,1,HOXC13-AS
2479,0.0091,0.01,7,779,1,KRT8P31
2480,0.274,0.2766,389,0,1,AC091042.1
2481,0.0744,0.0802,40,75,1,IDNK
2482,0.3757,0.3888,461,0,1,COL8A2
2483,0.029,0.0281,39,17,1,UBE2CP1
2484,0.0054,0.006,2,1405,1,(ENSG00000254173)
2485,0.2722,0.2806,466,0,1,PTPRM
2486,0.1397,0.1463,127,41,1,RPL21P135
2487,0.3176,0.3146,553,0,1,AC068580.1
2488,0.0127,0.014,18,875,1,EMD
2489,0.1325,0.1323,140,13,1,RNU6-1128P
2490,0.0926,0.0962,69,11,1,MIR3684
2491,0.0109,0.012,5,1836,1,MRPS16
2492,0.0036,0.004,2,1048,1,AC003071.1
2493,0.2577,0.2605,410,0,1,OR7E47P
2494,0.6098,0.6413,701,0,1,FABP7
2495,0.0563,0.0601,66,3,1,AC021483.1
2496,0.4156,0.4228,433,0,1,RDH12
2497,0.0218,0.024,11,301,1,Y_RNA
2498,0.0163,0.018,8,762,1,SMIM10L1
2499,0.4211,0.4449,860,0,1,AL353626.2
2500,0.3521,0.3487,382,0,1,S100A3
2501,0.7768,0.8136,1688,0,1,TBX1
2502,0.559,0.5711,929,0,1,P2RX2
2503,0.0054,0.006,3,1111,1,CDRT15P7
2504,0.0018,0.002,0,13469,16,"KATNA1, NGDN, TRMT112P1, FRG2KP, ASNSD1, AL357673.1, LINC00326, SF3A3, AC023310.1, AL035250.2, CHTOP, PPP3R1, RBM8A, LLPH, UTP11, RPL17P10"
2505,0.2341,0.2425,157,0,1,PPFIBP2
2506,0.0091,0.01,4,754,1,(ENSG00000280974)
2507,0.0708,0.0701,47,0,1,F11R
2508,0.0163,0.016,18,125,1,VENTXP7
2509,0.0272,0.0261,24,135,1,RNU6ATAC11P
2510,0.02,0.02,13,400,1,IGKV2D-26
2511,0.0163,0.016,8,26,1,SNORD114-9
2512,0.0726,0.0782,96,160,1,L3MBTL4-AS1
2513,0.1216,0.1283,104,0,1,RPSAP54
2514,0.0163,0.016,8,333,1,FTCD-AS1
2515,0.2704,0.2886,362,0,1,TRAV1-1
2516,0.1016,0.1102,102,5,1,IZUMO1
2517,0.0091,0.01,6,703,1,AL513185.2
2518,0.0672,0.0721,102,1,1,AC010287.1
2519,0.0036,0.004,2,607,7,"OR7E97P, AC231532.1, AC091939.1, ENO1P2, LINC01017, AC098827.1, KIAA1143P2"
2520,0.0054,0.004,2,873,1,(ENSG00000281346)
2521,0.1107,0.1182,77,0,1,TJP2
2522,0.7114,0.7355,1531,0,1,ABCG2
2523,0.0018,0.0,0,200,3,"AC136443.2, SAMD4B, GTPBP1"
2524,0.0054,0.006,2,1500,1,RNA5SP135
2525,0.02,0.018,8,235,1,HNRNPA3P3
2526,0.5662,0.5812,933,0,1,NPR3
2527,0.0127,0.014,14,387,1,AL031681.1
2528,0.0563,0.0541,63,0,1,THRB-IT1
2529,0.7387,0.7635,1312,0,1,MYOZ2
2530,0.0526,0.0541,29,72,1,BUD31P2
2531,0.0181,0.02,11,120,1,KNCN
2532,0.2849,0.3066,391,0,1,SLC7A1
2533,0.5408,0.5752,1416,0,1,DLGAP5
2534,0.6225,0.6573,1586,0,1,EYA4
2535,0.5862,0.6273,729,0,1,NUP210
2536,0.0599,0.0661,32,177,1,TYSND1
2537,0.02,0.022,9,1690,1,MOB3A
2538,0.167,0.1764,236,0,1,Metazoa_SRP
2539,0.0073,0.008,5,312,2,"RN7SKP2, AC010978.1"
2540,0.0036,0.004,2,795,1,ZNF280A
2541,0.0381,0.0421,17,463,1,FGF20
2542,0.02,0.01,12,123,1,AC093865.1
2543,0.0617,0.0681,27,45,1,CHAT
2544,0.0907,0.0902,70,27,1,SLC25A15P5
2545,0.029,0.0301,26,291,1,RUNX3-AS1
2546,0.0708,0.0762,54,0,1,MTX3
2547,0.0998,0.0962,41,0,1,EXTL1
2548,0.1307,0.1343,181,19,1,AC073916.1
2549,0.0073,0.008,6,816,1,AC136285.2
2550,0.1216,0.1162,81,15,1,KIRREL3
2551,0.0907,0.0842,54,1,1,SHROOM2
2552,0.3739,0.3948,269,0,1,(ENSG00000274689)
2553,0.0073,0.008,4,1363,1,AL353726.2
2554,0.0236,0.024,11,13,1,(ENSG00000223180)
2555,0.0036,0.004,2,504,2,"MIR548AP, AC023469.1"
2556,0.3593,0.3928,871,0,1,REPIN1-AS1
2557,0.2051,0.2164,232,0,1,IFITM2
2558,0.3249,0.3527,1039,0,1,AC108860.1
2559,0.1325,0.1343,122,1,1,TRIQK
2560,0.0036,0.004,2,1048,1,ADAMTS20
2561,0.2015,0.2224,193,0,1,GALR3
